source,issue,openAI_PS,Inferred_ETD_pattern,coment,y_PS,y''_PS,ACC_AI_PS
ethereum,Why wordpress can't pull anything with this? {{config.PayoutThreshold}}{{format-number stats.model.minersTotal}} How to tell wordpress to read this type of tags,"The sentence """""" Why wordpress can't pull anything with this? """""" uses <pattern>can't pull anything</pattern> to indicate that there is an issue with pulling content using the given code. The answer is YES.",,,0,0,1
appium,is the adb command working from terminal?,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
appium,"Hey guys. Trying to open the Native Chrome app in a Pixel emulator. I have added the App Activity and name. However, when running, Chrome is refusing to open do to a security exception error. Has anyone experienced anything like this and knows a work around?","The sentence """""" Chrome is refusing to open do to a security exception error. """""" uses <pattern>refusing to open do to a security exception error</pattern> to indicate that Chrome is not opening due to a security exception error. The answer is YES.",,,0,0,1
nodejs,What is the proper way to check that if collection exist then only drop using mongoose,No sentences found to indicate the error or undesired behavior. The answer is NO.,,,1,1,1
docker,"Hi all, I've always used EXPOSE in my Dockerfiles, however other than informing the user, I can't see a technical/functional purpose for it. Is there any use including EXPOSE in my Dockerfiles?","The sentence """""" I can't see a technical/functional purpose for it. """""" uses <pattern>can't see a purpose for it</pattern> to indicate that the user is questioning the purpose of including ""EXPOSE"" in their Dockerfiles. The answer is YES.",,,0,0,1
deeplearning4j,"I've been here a few times asking similar questions but I can't seem to get past this. I'm using r-3.8 and I am trying to integrate with spark. My training set in total is around 250 MB. Every time I train, I get an OutOfMemory error thrown. I've been able to successfully use the MultilayerPerceptronClassifier class that's native to spark with the same training set. It appears to be crashing in SparkDl4jMultiLayer.java while trying to process this resultsParams.foreach(a); Looks like line 351 in r-3.8 I've maxed out my driver and executor memory and framesize Also noticed the framesize seems to jump to around 1.7 gb and my training set is not neraly that big. no clue why this is happening. nearly*","The sentence """""" Every time I train, I get an OutOfMemory error thrown. """""" uses <pattern>Every time I train, VB an OutOfMemory error thrown</pattern> to indicate that the user is encountering an OutOfMemory error while training. The answer is YES.",,,0,0,1
nodejs,Is there some way of a) using .load without pumping the file contents into the REPL session history? b) filtering history navigation by what you type like IPython?,No sentences found to .. . The answer is NO.,,,1,1,1
nodejs,"Does anyone know, how to refresh(?) component? I need to dynamically set component's parameters (without restart) i've found smth like:","The sentence """""" Does anyone know, how to refresh(?) component? """""" uses <pattern>how to refresh component</pattern> to indicate that the user is seeking assistance on how to refresh a component. The answer is YES.",,,1,0,0
typescript,anyone managed to use sqlite in an aurelia app? i'm getting a list of dependencies that are not loaded notsonotso: please leave..,"The sentence """""" i'm getting a list of dependencies that are not loaded """""" uses <pattern>i'm getting a list of dependencies</pattern> to indicate that the user is encountering an error related to dependencies not being loaded. The answer is YES.",,,0,0,1
nodejs,"The problem with .net is that was a propietary platform, very closed so many people starting in source code projects just didnt get involved plus many restrinction the .net core has","The sentence """""" The problem with .net is that was a propietary platform """""" uses <pattern>The problem with X is that Y</pattern> to indicate that the issue with .net is its proprietary nature. The answer is YES.",,,0,0,1
typescript,i want to make a function that accepts a callback. What type is a callback?,No sentences found to .. . The answer is NO.,,,1,1,1
deeplearning4j,I can't seem to add the deeplearning4j-zoo dependency in the image classification tutorial,"The sentence """""" I can't seem to add the deeplearning4j-zoo dependency in the image classification tutorial """""" uses <pattern>can't seem to add the dependency</pattern> to indicate that the user is experiencing difficulty in adding the ""deeplearning4j-zoo"" dependency. The answer is YES.",,,0,0,1
deeplearning4j,"Hi, I'm using the SNAPSHOT version of the distribution to fix an issue with reset being called on a sequence reader where the features and labels are in the same file. Not sure if there is also an issue when calling eval.eval(test.getLabels(), output); on the dataset that has been run through splitTestAndTrain as I'm getting the following error: Exception in thread ""main"" java.lang.IllegalStateException: Unable to get number of of rows for a non 2d matrix","The sentence """""" Not sure if there is also an issue when calling eval.eval(test.getLabels(), output); on the dataset that has been run through splitTestAndTrain as I'm getting the following error: Exception in thread ""main"" java.lang.IllegalStateException: Unable to get number of of rows for a non 2d matrix """""" uses <pattern>there is an issue when calling</pattern> to indicate that there is an issue when calling the mentioned function. The answer is YES.",,,0,0,1
appium,"Hi All, any idea how to get the device locale in iOS? wswebcreation: language and region wswebcreation: I thought we can set this on android only...does it work on iOS too? wswebcreation: Yup...did this way...but it doesnt change the locale","The sentence """""" but it doesnt change the locale """""" uses <pattern>but it doesn't change the locale</pattern> to indicate that the desired behavior of changing the locale is not happening. The answer is YES.",,,0,0,1
